Abayhan,آبایخان
Bozkurt,بوزقورت
Bozlak,بوزلاق
Boz,بوز
Bozokay,بوزوقای
Bozok,بوزوق
Boztaş,بوزطاش
Boztepe,بوزتپه
Boztimur,بوزتیمور
Bozyel,بوزیل
Bozyiğit,بوزییگیت
Bucak,بوجاق
Budak,بوداق
Budunal,بودون آل
Budunalp,بودون آلپ
Budun,بودون
Büğdüz,بوگدوز
Büget,بوگت
Buğrahan,بوغراخان
Buğra,بوغرا
Buğra,بغرا
Bukay,بوقای
Bükay,بوكای
Bük,بوك
Bulak,بولاق
Bülent,بلند
Bulgan,بولغان
Bulgubay,بولغوبای
Bulgucan,بولغوجان
Bulgunoyan,بولغونویان
Bulgu,بولغو
Buluç,بولوچ
Bulunç,بولونچ
Bulutay,بولوتآی
Bulut,بولوط
Buluttekin,بولوط تكین
Buminhan,بومینخان
Bumin,بومین
Bünyamin,بنیامین
Burak,بوراق
Burak,بورق
Büran,بوران
Bürçe,بورچه
Burçhan,بورچ خان
Burç,بورچ
Burhanettin,برهان الدین
Burhan,برهان
Burkay,بورقای
Bürküt,بوركوت
Burukbay,بوروقبای
Buruk,بوروق
Buruktekin,بوروق تكین
Buyan,بویان
Buyrukalp,بویروق آلپ
Buyrukata,بویروق آتا
Buyrukbay,بویروق بای
Buyrukçu,بویروقچو
Buyrukhan,بویروق خان
Buyruk,بویروق
Çaba,چابا
Çabar,چابار
Cabbar,جبار
Cabir,جابر
Çadır,چادیر
Cafer,جعفر
Çağaçan,چاغاچان
Çağaçar,چاغاچار
Çağakan,چاغاقان
Çağanak,چاغاناق
Çağan,چاغان
Çağa,چاغه
Çağatay,چاغاتای
Çağay,چاغای
Çağbay,چاغبای
Çağdaş,چاغداش
Çağıltı,چاغیلتی
Çağır,چاغیر
Çağkan,چاغقان
Çağlam,چاغلام
Çağlan,چاغلان
Çağlar,چاغلار
Çağlayangil,چاغلیانگیل
Çağlayangil,چاغلایانگیل
Çağlayantürk,چاغلایان تورك
Çağlı,چاغلی
Çağman,چاغمان
Çağ,چاغ
Çağrıbey,چاغری بگ
Çağveren,چاغویرن
Cahit,جاحد
Cahit,جاهد
Çakan,چاقان
Çakar,چاقار
Çakıl,چاقیل
Çakım,چاقیم
Çakın,چاقین
Çakırbey,چاقر بگ
Çakırca,چاقرجه
Çakırer,چاقرار
Çakmak,چاقماق
Çakman,چاقمان
Çakmur,چاقمور
Çalapkulu,چالاپقولو
Çalapöver,چالاپ اوور
Çalapverdi,چالاپ ویردی
Çalgan,چالقان
Çalıkbey,چالیق بگ
Çalın,چالین
Çalış,چالیش
Çalkan,چالقان
Çalkara,چالقره
Çalkın,چالقین
Calp,جالپ
Çaltı,چالتی
Çamak,چاماق
Çambel,چامبل
Çamer,چامر
Çam,چام
Çamok,چاموق
Canalp,جان آلپ
Canaltay,جانالتای
Canat,جان آت
Canaydın,جان آیدین
Canbay,جان بای
Canbek,جان بك
Canberk,جان برق
Canbey,جان بگ
Canbolat,جان بولاد
Canbulat,جان بولاد
Candaner,جاندانر
Candan,جاندان
Canda,جانده
Çandarlı,چاندارلی
Candar,جاندار
Çandar,چاندار
Candemir,جان دمیر
Candoğan,جانطوغان
Caner,جانر
Canfer,جانفر
Çangal,چانغال
Çanga,چانغه
Cangiray,جانگیرای
Cangür,جانگور
Canip,جانب
Cankan,جانقان
Çankara,چانقره
Cankaya,جانقایه
Çankaya,چانقایه
Cankılıç,جانقیلیچ
Cankoç,جانقوچ
Cankorur,جانقورور
Cankurt,جانقورت
Cankut,جانقوت
Can,جان
Canol,جانول
Canören,جان اورن
Canpolat,جان پولاد
Cansal,جانسال
Cansay,جانصای
Cansunay,جانصونای
Cansuner,جانصونر
Cantaş,جانطاش
Cantekin,جانتكین
Cantez,جانتز
Cantürk,جان تورك
Canyurt,جانیورد
Çapaner,چاپانر
Çapan,چاپان
Çapar,چاپار
Çapın,چاپین
Çapkan,چاپقان
Caran,جاران
Carim,جاریم
Çarlan,چارلان
Çarman,چارمان
Carullah,جارالله
Çavaş,چاواش
Çavdar,چاودار
Çavdur,چاودور
Cavit,جاود
Çavlan,چاولان
Cavlı,جاولی
Çavlı,چاولی
Çav,چاو
Cavuldur,جاوولدور
Çavuldur,چاوولدور
Çavuş,چاووش
Çaydamar,چایطامار
Çaydamar,چایطمار
Çaydam,چایدام
Çayhan,چایخان
Çaykara,چایقره
Çaylak,چایلاق
Caymaz,جایماز
Çaynak,چایناق
Cazim,جازم
Cazip,جازیپ
Cebbar,جبار
Cebealp,جبه آلپ
Ceben,جبن
Cebe,جبه
Çeber,چپر
Cebesoy,جبه صوی
Cebrail,جبرائیل
Çeçen,چچن
Cefa,جفا
Çekik,چكیك
Çekim,چكیم
Çekin,چكین
Celâdet,جلادت
Celâlettin,جلال الدین
Celâli,جالالی
Celâl,جلال
Celâsun,جلاصون
Celâyir,جلاییر
Çelebi,چلبی
Çelem,چلم
Çelenk,چلنك
Çelen,چلن
Çelikbaş,چلیكباش
Çelikbilek,چلیكبیلك
Çelikel,چلیكأل
Çeliker,چلیك أر
Çelikhan,چلیك خان
Çelikiz,چلیكیز
Çelikkanat,چلیك قاناد
Çelikkan,چلیكقان
Çelikkaya,چلیكقایه
Çelikkol,چلیكقول
Çelik,چلیك
Çeliköz,چلیكوز
Çeliksu,چلیكصو
Çeliktan,چلیكتان
Çeliktaş,چلیكطاش
Çelikten,چلیكتن
Çeliktürk,چلیكتورك
Çelikyay,چلیكیای
Çelikyürek,چلیكیورك
Celilay,جلیلای
Celil,جلیل
Çelim,چلیم
Çeltik,چلتیك
Cemaleddin,جمال الدین
Cemalettin,جمال الدین
Cemalullah,جمال الله
Cemil,جمیل
Cemi,جمیع
Cem,جمع
Cem,جم
Cemşah,جمشاه
Cemşir,جمشیر
Cemşit,جمشید
Cenani,جنانی
Cenan,جنان
Cenap,جناب
Çender,چندر
Cengâver,جنگاور
Cenger,جنگر
Cengizhan,جنگیزخان
Cengiz,جنگیز
Çengiz,چنگیز
Cenker,جنكأر
Cenker,جنكر
Cenk,جنك
Çepni,چپنی
Çerçi,چرچی
Çeri,چری
Cerit,جرید
Çerkez,چركس
Çerme,چرمه
Cerullah,جرالله
Cesim,جسیم
Cesur,جسور
Çetik,چتیك
Çetinalp,چتین آلپ
Çetinay,چتین آی
Çetinel,چتین أل
Çetiner,چتینر
Çetinkaya,چتینقایه
Çetin,چتين
Çetinok,چتینوق
Çetinok,چتین اوق
Çetinöz,چتینوز
Çetinöz,چتین اوز
Çetinsoy,چتینصوی
Çetinsu,چتینصو
Çetintaş,چتینطش
Çetintürk,چتین تورك
Çetinyiğit,چتینییگیت
Cevat,جواد
Cevdet,جودت
Cevheri,جوهری
Cevher,جوهر
Çevikcan,چویكجان
Çevikel,چویك أل
Çeviker,چویكر
Çevik,چویك
Çeviköz,چویك اوز
Çevrim,چوریم
Cevri,جوری
Ceyhun,جیحون
Cezayir,جزایر
Cezlân,جزلان
Cezmi,جزمی
Çıdal,چیدال
Çıdamlı,چیداملی
Çıdam,چیدام
Çıda,چیدا
Çiftçi,چفتجی
Çığal,چیغال
Çığa,چیغه
Çiğil,چیگیل
Çığıl,چیغیل
Çiğlez,چیگلز
Çığ,چیغ
Cihandar,جهاندار
Cihandide,جهاندیده
Cihanefruz,جهان افروز
Cihaner,جهان أر
Cihangir,جهانگیر
Cihani,جهانی
Cihanmert,جهانمرد
Cihanşah,جهانشاه
Cihat,جهاد
Çiltay,چیلتای
Cimşit,جمشید
Çınak,چیناق
Çınak,چیڭاق
Çınay,چینای
Cindoruk,جیندوروق
Çinerk,چینرك
Çiner,چینر
Çıngı,چینغی
Çingiz,چینگیز
Çinkılıç,چینقیلیچ
Çintan,چینتان
Çintay,چینتای
Çinuçin,چینوچین
Çiray,چیرای
Çıray,چیرای
Çıtak,چیتاق
Çıtanak,چیتاناق
Civanbaht,جوان بخت
Civanmert,جوان مرد
Civan,جوان
Civanşir,جوانشیر
Çıvgın,چیوغین
Çoban,چوبان
Çoğahan,چوغاخان
Çoğan,چوغان
Çoğa,چوغه
Çoğaş,چوغوش
Çoğay,چوغای
Çokan,چوقان
Çokar,چوقار
Çokay,چوقای
Çökermiş,چوكرمیش
Çoker,چوق أر
Çokman,چوقمان
Çoku,چوقو
Çolak,چولاق
Çölbey,چول بگ
Cömert,جومرد
Çopar,چوپار
Çopuralp,چوپورآلپ
Çopur,چوپور
Çorak,چوراق
Çora,چورا
Coşan,جوشان
Coşar,جوشار
Coşkunay,جوشقون آی
Coşkuner,جوشقون
Coşkun,جوشقون
Coşku,جوشقو
Coşkunsu,جوشقونصو
Çotuk,چوطوق
Çoturay,چوطور آی
Çotur,چوطور
Çöyür,چویور
Cuci,جوجی
Cudi,جودی
Çuğa,چوغه
Culduz,جولوز
Çulpan,چولپان
Cumali,جمعه علی
Cuma,جمعه
Cumhuriyet,جمهورییت
Cumhur,جمهور
Cündi,جوندی
Cündullah,جوندالله
Cüneyt,جنید
Cura,جورا
Çuvaş,چوواش
Dadak,داداق
Dadaş,داداش
Dağa,داغه
Dağaşan,داغاشان
Dağaşan,طاغاشان
Dağdelen,داغدلن
Dağdelen,طاغدلن
Dağhan,داغخان
Dağhan,طاغخان
Dağ,داغ
Dağ,طاغ
Dağtekin,داغتكین
Dağtekin,طاغتكین
Dâhi,داهی
Daim,دائم
Dai,داعی
Dalan,دلان
Dalayer,دالایر
Dalay,دالای
Dalbaş,دالباش
Dalboğa,دالبوغه
Daldal,دالدال
Dalda,دالده
Daldiken,دالدیكن
Dalgıç,دالغیچ
Dalım,دالیم
Dalkılıç,دالقیلیچ
Dalkoç,دالقوچ
Dalokay,دالوقای
Daltekin,دالتكین
Dalyan,دالیان
Damar,دامار
Damar,طامار
Dânâ,دانا
Dânâ,طانا
Danışman,دانشمان
Danişment,دانشمند
Daniş,دانش
Danyal,دانیال
Dara,دارا
Darcan,دارجان
Darga,دارغه
Daver,داور
Davran,داوران
Davut,داود
Dayanç,دایانچ
Dayar,دایار
Dayı,دایی
Daylak,دایلاق
Dede,دده
Değmeer,دگمه ار
Dehri,دهری
Delâl,دلال
Delice,دلیجه
Delikanlı,دلیقانلی
Delikan,دلیقان
Demirağ,دمیرآغ
Demiralp,دمیرآلپ
Demiray,دمیرآی
Demirbağ,دمیرباغ
Demirbaş,دمیرباش
Demirboğa,دمیربوغه
Demirbüken,دمیربوكن
Demircan,دمیرجان
Demirçay,دمیرچان
Demirdelen,دمیردلن
Demirdöven,دمیردوون
Demirel,دمیرأل
Demirer,دمیرأر
Demirezen,دمیرأزن
Demirgüç,دمیرگوچ
Demirgülle,دمیرگوله
Demirhan,دمیرخان
Demiriz,دمیرایز
Demirkan,دمیرقان
Demirkaya,دمیرقایه
Demirkıran,دمیرقیران
Demirkoç,دمیرقوچ
Demirkök,دمیركوك
Demirkol,دمیرقول
Demirkurt,دمیرقورت
Demirkut,دمیرقوت
Demirman,دمیرمان
Demir,دمیر
Demirok,دمیراوق
Demirol,دمیراول
Demiröz,دمیراوز
Demirpençe,دمیرپنچه
Demirşah,دمیرشاه
Demirsoy,دمیرصوی
Demirtaş,دمیرطاش
Demirtav,دمیرتاو
Demirtay,دمیرتای
Demirtekin,دمیرتكین
Demirtuğ,دمیرطوغ
Demirtürk,دمیرتورك
Demiryürek,دمیریورك
Demokan,دموقان
Demren,دمرن
Dengizer,دنگیزأر
Dengiz,دنڭز
Denizalp,دڭزآلپ
Denizcan,دڭزجان
Denizel,دڭزأل
Denizer,دڭزأر
Denizman,دڭزمان
Denizmen,دڭزمن
Deniztekin,دڭزتكین
Denkel,دنكل
Denker,دنكر
Denk,دنك
Denktaş,دنكطش
Denli,دنلی
Denli,دڭلی
Denlisoy,دنلیصوی
Denlisoy,دڭلیصوی
Derenel,درن أل
Derinkök,درین كوك
Derinöz,درین اوز
Derlen,درلن
Dervişani,دروشانی
Dervişhan,دروشخان
Derviş,دروش
Deryadil,دریادل
Deviner,دوین أر
Devlet,دولت
Devlettin,دول الدین
Devrimer,دوریم أر
Didim,دیدیم
Dikalp,دیك آلپ
Dikay,دیكای
Dikbaş,دیكباش
Dikbay,دیكبای
Dikboğa,دیكبوغه
Dikçam,دیكچام
Dikdal,دیكدال
Dikeç,دیكچ
Dikel,دیكل
Diken,دیكن
Diker,دیكر
Dikey,دیكی
Dik,دیك
Diksoy,دیكصوی
Diktaş,دیكطش
Dilaver,دلاور
Dilâver,دلاور
Dilemre,دلامره
Dilemre,دل أمره
Dilercan,دیلرجان
Dilmaç,دلماچ
Dil,دل
Dilyâr,دلیار
Dinçalp,دینچ آلپ
Dinççağ,دینچچاغ
Dinçerk,دینچ ارك
Dinçerk,دینچرك
Dinçer,دینچر
Dinçkal,دینچقال
Dinçkaya,دینچقایه
Dinçkök,دینچكوك
Dinçkol,دینچقول
Dinçmen,دینچمن
Dinç,دینچ
Dinçok,دینچ اوق
Dinçok,دینچوق
Dinçol,دینچ اول
Dinçol,دینچول
Dinçöz,دینچوز
Dinçsan,دینچسان
Dinçsav,دینچ ساو
Dinçsay,دینچسای
Dinçsel,دینچسل
Dinçsoy,دینچصوی
Dinçsü,دینچسو
Dinçtaş,دینچطش
Dinçtürk,دینچ تورك
Dindar,دیندار
Direnç,دیرنچ
Diren,دیرن
Diribaş,دیریباش
Dirican,دیریجان
Diriker,دیریكر
Dirik,دیریك
Dirikök,دیریكوك
Diril,دیریل
Dirim,دیریم
Dirimtekin,دیریم تكین
Diriner,دیرین أر
Dirin,دیرین
Diri,دیری
Dirisoy,ددیریصوی
Dirsehan,دیرسه خان
Dizdar,دزدار
Doğanalp,طوغان آلپ
Doğanbaş,طوغان باش
Doğanbey,طوغان بگ
Doğaner,طوغان أر
Doğangün,طوغان كون
Doğanhan,طوغان خان
Doğan,طوغان
Doğanşah,طوغان شاه
Doğantan,طوغانتان
Doğantimur,طوغان تیمور
Doğruel,طوغری أل
Doğruer,طوغری أر
Doğru,طوغری
Doğruol,طوغری اول
Doğruöz,طوغری اوز
Doğudan,دوغودان
Doğuer,دوغو أر
Doğuer,طوغو أر
Doğuhan,دوغوخان
Doğuhan,طوغوخان
Doğukan,طوغوقان
Doğu,دوغو
Doğu,طوغو
Doğuş,دوغوش
Doğuş,طوغوش
Dolaner,دولان أر
Dolan,دولان
Dölaslan,دول آسلان
Dolay,دولای
Dölek,دولك
Dölensoy,دولنصوی
Domaniç,دومانیچ
Donat,دونات
Dönmezcan,دونمزجان
Dönmezer,دونمزأر
Dönmez,دونمز
Dönmezsoy,دونمزصوی
Dönmeztekin,دونمزتكین
Dönü,دونو
Dorak,دوراق
Dora,دورا
Dorukhan,دوروقخان
Dorukkan,دوروققان
Dorukkurt,دوروققورت
Dorukkut,دوروققوت
Doruk,دوروق
Doruktekin,دوروقتكین
Doruktepe,دوروقتپه
Doru,دورو
Doru,طورو
Dost,دوست
Dülge,دولگه
Dülger,دولگر
Dumanbey,دومان بگ
Duman,دومان
Dumlu,دوملو
Dumrul,دومرول
Dündaralp,دوندار آلپ
Dündar,دوندار
Duracan,دوراجان
Durak,دوراق
Dural,دورآل
Duranay,دوران آی
Duraner,دوران أر
Duran,دوران
Dura,دورا
Duransoy,دورانصوی
Durantekin,دورانتكین
Duray,دورای
Durguner,دورغون أر
Durgun,دورغون
Durgunsu,دورغونصو
Durhan,دورخان
Durkaya,دورقایه
Durmuş,دورموش
Dürri,دری
Durşen,دورشن
Dursun,دورسون
Dursun,طورسون
Durualp,دورو آلپ
Durubay,دوروبای
Durucan,دوروخان
Duruhan,دوروخان
Duruiz,دوروایز
Durukal,دوروقال
Durukan,دوروقان
Duruk,دوروق
Durul,دورول
Duruöz,دورواوز
Durusan,دوروسان
Durusel,دوروسل
Durusoy,دوروصوی
Durusu,دوروصو
Durutekin,دوروتكین
Durutürk,دورو ترك
Düşün,دوشون
Düşünsel,دوشونسل
Düşvar,دوشوار
Duyu,دویو
Düzel,دوزل
Düzey,دوزی
Düzgün,دوزگون
Ebecen,ابه جن
Ebed,ابد
Ebet,ابد
Ebrak,ابراق
Ebubekir,ابو بكر
Ecebay,اجه بای
Ecebey,اجه بگ
Ecekan,اجه قان
Ecemiş,اجه میش
Ecevit,اجویت
Ecir,اجر
Ecvet,اجوت
Ede,اده
Edgüalp,ادگوآلپ
Edgübay,ادگوبای
Edgüer,ادگوأر
Edgükan,ادگوقان
Edgü,ادگو
Edhem,ادهم
Edip,ادیب
Efekan,افه قان
Efendi,افندی
Efe,افه
Efgan,افغان
Efgende,افگنده
Efgen,افگن
Efkâr,افكار
Efnan,افنان
Efrasiyap,افراسیاب
Efruz,افروز
Egemen,اگه من
Ege,اگه
Egesel,اگه سل
Eğilmez,اگیلمز
Eğrek,اگرك
Ehed,احد
Ehlimen,اهلمن
Ejderhan,اژدرخان
Ejder,اژدر
Ekber,اكبر
Ekemen,اكه من
Ekenel,اكنل
Ekener,اكنر
Eken,اكن
Eke,اكه
Ekinci,اكینجی
Ekiner,اكینر
Ekmel,اكمل
Ekrem,اكرم
Elbek,البك
Elbeyi,البگی
Elçibey,الچی بگ
Elçi,الچی
Eldemir,الدمیر
Elfaz,الفاظ
Elhan,الحان
Eliaçık,الی اچق
Elibol,الیبول
Elidemir,الیدمیر
Elitaş,الیطش
Elitez,الیتیز
Elitez,الیتز
Eliüstün,الی اوستون
Eliuz,الی اوز
Elöve,ال اووه
Elöver,ال اوور
Elverdi,الویردی
Elverdi,الوردی
Elveren,الویرن
Elveren,الورن
Elver,الویر
Elver,الور
Emanullah,امانالله
Embiya,انبیه
Emcet,امجد
Emeç,امچ
Emet,امت
Eminel,امین أل
Emin,امین
Emirhan,امیرخان
Emir,امیر
Emirşah,امیرشاه
Emrah,امراح
Emran,امران
Emre,امره
Emri,امری
Emrullah,امرالله
Enbiya,انبیه
Enç,انچ
Ender,اندر
Eneç,انچ
Eneren,انرن
Energin,انرگین
Ener,انر
Enes,انس
Enfal,انفال
Enginalp,انگین آلپ
Engincan,انگینجان
Enginel,انگین ال
Enginer,انگینر
Engin,انگین
Enginsoy,انگینصوی
Engintalay,انگین تالای
Engiz,انگیز
Engür,انگور
Enhar,انهار
Enis,انیس
Enmutlu,انموتلو
Ensari,انصاری
Ensar,انصار
Enver,انور
Eracar,ارآجار
Erakalın,ارآقالین
Erakıncı,ارآقینجی
Eraksan,ارآقسان
Eralkan,ارآلقان
Eral,ارآل
Eralp,ارآلپ
Eraltay,ارآلتای
Erandaç,ارآنداچ
Eranıl,ارانیل
Eraslan,ارآسلان
Eratlı,ارآتلی
Eraydın,ارآیدین
Eray,ارای
Erbaşat,ارباشات
Erbaş,ارباش
Erbatur,ارباتور
Erbelgin,اربلگین
Erben,اربن
Erberk,اربرك
Erbey,اربگ
Erbilek,اربیلك
Erbilen,اربیلن
Erbilir,اربیلیر
Erboğa,اربوغه
Erboy,اربوی
Ercan,ارجان
Erçelik,ارچلیك
Erce,ارجه
Erçetin,ارچتین
Erçevik,ارچویق
Ercihan,ارجهان
Ercivan,ارجوان
Erciyes,ارجییس
Ercüment,ارجمند
Erdağ,ارداغ
Erdağ,ارطاغ
Erdal,اردال
Erdemalp,اردم آلپ
Erdemer,اردمر
Erdemir,اردمیر
Erdemli,اردملی
Erdem,اردم
Erdenalp,اردن آلپ
Erdener,اردنر
Erdeniz,اردڭز
Erden,اردن
Erdeşir,اردشیر
Erdibay,اردیبای
Erdibek,اردیبك
Erdibey,اردی بگ
Erdilek,اردیلك
Erdil,اردیل
Erdinç,اردینچ
Erdiner,اردینر
Erdin,اردین
Erdoğan,ارطوغان
Erdoğdu,ارطوغدی
Erdoğmuş,ارطوغمش
Erdoğ,ارطوغ
Erdölek,اردولك
Erdöl,اردول
Erdönmez,اردونمز
Erduran,اردوران
Erdurdu,اردوردو
Erdurmuş,اردورموش
Erdur,اردور
Erdursun,اردورسون
Erduru,اردورو
Ereken,اره كن
Erek,ارك
