âbâ,آباء
selâmet-i îmân,"سَلَامَتِ ا۪يمَانْ "
selâset,"سَلَاسَتْ "
selâtîn,سَلَاطِينْ
selb,سَلْبْ
selef,سَلَفْ
selîm,سَل۪يمْ
selm,سَلْمْ
sem',"سَمْعْ "
semâ,"سَمَا "
semâvât,"سَمَاوَاتْ "
semâvî,سَمَاو۪ي
semek,"سَمَكْ "
semerât,ثَمَرَاتْ
semere,"ثَمَرَه "
semere-i âlem,ثَمَرَۀِ عَالَمْ
semere-i şecere-i hilkat,ثَمَرَۀِ شَجَرَۀِ خِلْقَتْ
semî',"سَم۪يعْ "
semm-i murdar,سَمِّ مُرْدَارْ
senâ,ثَنَا
senâ-yı kur'ânîye,ثَنَايِ قُرْاٰن۪يّهَ
sened,"سَنَدْ "
sened-i sahîh,"سَنَدِ صَح۪يحْ "
senevî,"سَنَو۪ي "
serâ,ثَرَا
serâb,سَرَابْ
serâpâ,"سَرَاپَا "
serbeser,سَرْبَسَرْ
serd,"سَرْدْ "
sergüzeşt,"سَرْگُذَشْتْ "
sergüzeşt-i hayat,سَرْكُزَشْتِ حَيَاتْ
ser-i serdar,سَرِ سَرْدَارْ
serkeş,سَرْكَشْ
sermedî,"سَرْمَد۪ي "
sermediyet,"سَرْمَدِيَتْ "
sermediyet-i hâkimiyet,"سَرْمَدِيَتِ حَاكِمِيَتْ "
serpûş,سَرْپُوشْ
serrişte,"سَرْ رِشْتَه "
server,"سَرْوَرْ "
serasker,سَرْ عَسْكَرْ
setir,"سَتِرْ "
setr,"سَتْرْ "
settâr,"سَتَّارْ "
sevâb-ı a'mâl,ثَوَابِ اَعْمَالْ
sevâd,سَوَادْ
sevk,سَوْقْ
sevk-i fıtrî,"سَوْقِ فِطْر۪ي "
sevr,ثَوْرْ
seyelân,"سَيَلَانْ "
seyf,سَيْفْ
seyf-i rahmet-i âlem,"سَيْفِ رَحْمَتِ عَالَمْ "
seyl-i kâinât,سَيْلِ كَائِنَاتْ
seyl-i zamân,"سَيْلِ زَمَانْ "
seyyâh,سَيَّاحْ
seyyâh-ı tâlib,سَيَّاحِ طَالِبْ
seyyâl,"سَيَّالْ "
seyyâr,"سَيَّارْ "
seyyâre,سَيَّارَه
seyyiât,"سَيِّاٰتْ "
seyyid,"سَيِّدْ "
seyyie,سَيِّئَه
sezâ,سَزَا
sıbga-i rahmânî,صِبْغَۀِ رَحْمَانِي
sıdk,صِدْقْ
sıfât,صِفَاتْ
sıfat-ı irade,صِفَتِ اِرَادَه
sıhhiye,"صِحِّيَه "
sıhhat,"صِحَّتْ "
sıklet,ثِقْلَتْ
sırât-ı müstakîm,"صِرَاطِ مُسْتَق۪يمْ "
sırr-ı dakîk,"سِرِّ دَق۪يقْ "
sırr-ı ehadiyet,"سِرِّ  اَحَدِيَتْ "
sırr-ı hilkat,سِرِّخِلْقَتْ
sırr-ı ihlâs,"سِرِّ اِخْلَاصْ "
sırr-ı insanî,"سِرِّ اِنْسَان۪ي "
sırr-ı işârî,"سِرِّ اِشَار۪ي "
sırr-ı teklîf,سِرِّ تَكْلِيفْ
sırr-ı verâset-i nübüvvet,"سِرِّ وَرَاثَتِ نُبُوَّتْ "
sırr-ı vahdet,سِرِّ وَحْدَتْ
sırr-ı uhuvvet,سِرِّ اُخُوَّتْ
sırr-ı uhuvvet-i hakîkiye,سِرِّ اُخُوَّتِ حَق۪يقِيَه
sırr-ı adediyet,سِرِّ عَدَدِيَتْ
sıyânet,"صِيَانَتْ "
sicin,سِجِنْ
sidre,سِدْرَه
sikke,"سِكَّه "
sikke-i ehadiyet,"سِكَّۀِ اَحَدِيَتْ "
sikke-i fıtrat,"سِكَّۀِ فِطْرَتْ "
sikke-i gaybiye,سِكَّۀِ غَيْبِيَه
sikke-i hilkat,"سِكَّۀِ خِلْقَتْ "
sikke-i samediyet,سِكَّۀِ صَمَدِيَتْ
sikke-i tevhîd,سِكَّۀِ تَوْح۪يدْ
sîkke-i tasdîk,سِكَّۀِ تَصْد۪يقْ
sikke-i vahdet,"سِكَّۀِ وَحْدَتْ "
sille,"سِلَّه "
silsile,سِلْسِلَه
silsile-i efkâr,سِلْسِلَۀِ اَفْكَارْ
silsile-i hasenât,سِلْسِلَۀِ حَسَنَاتْ
silsile-i kerâmet,"سِلْسِلَۀِ كَرَامَتْ "
silsile-i mevcûdât,سِلْسِلَۀِ مَوْجُودَاتْ
sîne,"س۪ينَه "
sinnen,سِنًّا
sinn-i kemâl,سِنِّ كَمَالْ
sinn-i teklîf,سِنِّ تَكْلِيفْ
sinn-i temyiz,سِنِّ تَمْيِيزْ
sirâc,"سِرَاجْ "
sirâyet,سِرَايَتْ
sirkat,"سِرْقَتْ "
sofestâî,"سُوفَسْطَائ۪ي "
sofî,صُوف۪ي
sosyalist,صُوسُيَالِستْ
sû'-i ihtiyâr,سُوءِ اِخْتِيَارْ
sû'-i isti'mâlât,"سُوءِ اِسْتِعْمَالَاتْ "
sû'-i tefsîr,سُوءِ تَفْسِيرْ
sûret,صُورَتْ
sŪret-i tahakkuk,صُورَتِ تَحَقُّقْ
sübût,"ثُبُوتْ "
sübût-u ilmî,ثُبُوتُ عِلْم۪ي
süflî,"سُفْل۪ي "
süfyân,"سُفْيَانْ "
süfyân,"سُفْيَانْ "
sükûn,سُكُونْ
sükûnet,سُكُونَتْ
sükût,"سُكُوتْ "
sülûk,"سُلُوكْ "
sülüs,ثُلُثْ
sülüs-ü kur'ân,ثُلُثُ قُرْآنْ
sümme,"ثُمَّ "
sünnet,سُنَّتْ
sünnet-i müekkede,"سُنَّتِ  مُؤَكَّدَه "
sünnet-i seniye,"سُنَّتِ سَنِيَه "
sünnetullâh,"سُنَّةُ اللّٰهْ "
süreyyâ,"ثُرَيَّا "
sürûr,سُرُورْ
sürûr-u mukaddes,سُرُورِ مُقَدَّسْ
süver-i kur'âniye,"سُوَرِ قُرْاٰنِيَه "
süveydâ,"سُوَيْدَا "
süveydâ-yı kalb,سُوَيْدَايِ قَلْبْ
suâl,سُؤَالْ
suâl-i mukadder,"سُؤَالِ مُقَدَّرْ "
subh-u haşir,صُبْحُ حَشْرْ
subh-u kıyamet,صُبْحُ قِيَامَتْ
sudûr,"صُدُورْ "
suhre,سُخْرَه
suhûlet,"سُهُولَتْ "
suhûlet-i beyân,"سُهُولَتِ بَيَانْ "
suhûlet-i mutlaka,سُهُولَتِ مُطْلَقَه
suhuf,صُحُفْ
su'-i hal,سُوءِ حَالْ
sukŪt,"سُقُوطْ "
sulehâ,صُلَحَا
sulfato,صُولْفَاتُو
sulh,"صُلْحْ "
sultân-ı ezel ve ebed,سُلْطَانِ اَزَلْ وَ اَبَدْ
sultan-ı sermedî,سُلْطَانِ سَرْمَدِي
sun',صُنْعْ
sun'î,"صُنْع۪ي "
suûd,صُعُودْ
saâdet-i uhrevîye,"سَعَادَتِ اُخْرَوِيَه "
sabırşiken,"صَبِرْ شِكَنْ "
sabr-ı cemîl,"صَبْرِ جَم۪يلْ "
sadâ,"صَدَا "
sadâkat,"صَدَاقَتْ "
sadâ-yı kur'ân,صَدَايِ قُرْاٰنْ
saded,صَدَدْ
sade-dil,سَادَه دِلْ
sadır,"صَدِرْ "
sadaka-i makbûle,"صَدَقَۀِ مَقْبُولَه "
safâ,"صَفَا "
safderûn,"صَافْدَرُونْ "
safdil,"صَافْ دِلْ "
saff-ı evvel,صَفِّ اَوَّلْ
safsata,سَفْسَطَه
safahât,"صَفَحَاتْ "
sahâbe,صَحَابَه
sahâbet,صَحَابَتْ
sahîh,"صَح۪يحْ "
sahra,صَحْرَا
saîd,"سَع۪يدْ "
sakf,"سَقْفْ "
sakîl,"ثَق۪يلْ "
sakîl,"ثَق۪يلْ "
sakîm,"سَق۪يمْ "
sakin,"سَاكِنْ "
sako,"صَاقُو "
sakar,"سَقَرْ "
salâbet,"صَلَابَتْ "
salâbet-i dîniye,صَلَابَتِ د۪ينِيَه
salâh,"صَلَاحْ "
salâh-ı hâl,"صَلَاحِ حَالْ "
salâhiyet,"صَلَاحِيَتْ "
salât,"صَلَاتْ "
saltanat-ı haşmet,سَلْطَنَتِ حَشْمَتْ
salavât,"صَلَوَاتْ "
samed,"صَمَدْ "
samediyet,"صَمَدِيَتْ "
sandukça-i uhreviye,"صَنْدُوقْجَۀِ اُخْرَوِيَه "
sanem,صَنَمْ
sanem-misâl,صَنَمْ مِثَالْ
sanemperest,صَنَمْپَرَسْتْ
sansür,"سَانْسُورْ "
san'atkârâne,"صَنْعَتْكَارَانَه "
sarâhat,"صَرَاحَتْ "
sarâhaten,"صَرَاحَتاً "
sarf,"صَرْفْ "
sarf,"صَرْفْ "
sarf ve nahiv,صَرْفْ وَ نَحِوْ
sarf-ı nazar,صَرْفِ نَظَرْ
sarfiyât,"صَرْفِيَاتْ "
sarîh,"صَر۪يحْ "
sath-ı arz,"سَطْحِ اَرْضْ "
sathî,"سَطْح۪ي "
satıh,"سَطِحْ "
savlet,صَوْلَتْ
savm-ı visâl,"صَوْمِ  وِصَالْ "
savt,صَوْتْ
saadet-i ebediye,سَعَادَتِ اَبَدِيَه
sa'y,"سَعْيْ "
sayha,صَيْحَه
şâd,"شَادْ "
şâfî,"شَاف۪ي "
şâfî-i hakîm,"شَاف۪ئِ حَك۪يمْ "
şâh-ı velâyet,"شَاهِ وَلَايَتْ "
şâhid-i ezelî,شَاهِدِ اَزَلِي
şâhid-i sâdık,"شَاهِدِ صَادِقْ "
şâhid-i sĀdık,شَاهِدِ صَادِقْ
şâhika,شَاهِقَه
şâkî,شَاكِي
şâkir,"شَاكِرْ "
şâmil,"شَامِلْ "
şârık,شَارِقْ
şâyân,"شَايَانْ "
şâyân-ı hayret,"شَايَانِ حَيْرَتْ "
şâyân-ı şükrân,"شَايَانِ شُكْرَانْ "
şâyân-ı temâşâ,"شَايَانِ تَمَاشَا "
şâyeste,شَايَسْتَه
şâz,"شَاذْ "
şeâmet,"شَئَامَتْ "
şebnem,شَبْنَمْ
şecâat,"شَجَاعَتْ "
şecere,"شَجَرَه "
şecere-i bâkiye,شَجَرَۀِ بَاقِيَه
şecere-i hilkat,"شَجَرَۀِ خِلْقَتْ "
şecere-i hayat,"شَجَرَۀِ حَيَاتْ "
şecere-i ömür,شَجَرَۀِ عُمُرْ
şecere-i tûbâ,شَجَرَۀِ طُوبَا
şecere-i zîhayât,شَجَرَۀِ ذِي حَيَاتْ
şefâat,"شَفَاعَتْ "
şefî',"شَف۪يعْ "
şefkatperver,شَفْقَتْپَرْوَرْ
şehâdet,"شَهَادَتْ "
şehâdet,"شَهَادَتْ "
şehâdet-i sâdıka,شَهَادَتِ صَادِقَه
şehâdetnâme,"شَهَادَتْنَامَه "
şehâmet,"شَهَامَتْ "
şehd-i şehadet,شَهْدِ شَهَادَتْ
şek,"شَكْ "
şekk,"شَكْ "
şekvâ,شَكْوَا
şemm,شَمّ
şems,"شَمْسْ "
şems-i ezel ve ebed,"شَمْسِ اَزَل وَ اَبَدْ "
şems-i ezelî,"شَمْسِ اَزَل۪ي "
şems-i ezeliye,"شَمْسِ اَزَلِيَه "
şems-i hidâyet,شَمْسِ هدِاَيَتْ
şems-i hakîkat,شَمْسِ حَق۪يقَتْ
şems-i kemâlât,شَمْسِ كَمَالَاتْ
şems-i nübüvvet,شَمْسِ نُبُوَّتْ
şems-i sermed,شَمْسِ سَرْمَدْ
şems-i sermedî,"شَمْسِ سَرْمَد۪ي "
şe'n,"شَأْنْ "
şenâat,شَنَاعَتْ
şenî',"شَن۪يعْ "
şe'n-i zâtî,شَأْنِ ذَاتِي
şer,"شَرْ "
şerâfet,"شَرَافَتْ "
şerâit,شَرَائِطْ
şerâit-i hilâfet,"شَرَائِطِ خِلَافَتْ "
şerâit-i hayât,شَرَائِطِ حَيَاتْ
şerâit-i hayâtiye,شَرَائِطِ حَيَاتِيَه
şerh,"شَرْحْ "
şerîk,"شَر۪يكْ "
şerîk-i zâtî,"شَر۪يكِ ذَات۪ي "
şerîr,شَر۪يرْ
şerîat,شَر۪يعَتْ
şerîat-ı fıtriye,"شَر۪يعَتِ فِطْرِيَه "
şerîat-ı fıtriye-i kübrâ,"شَر۪يعَتِ فِطْرِيَۀِ كُبْرَا "
şerr-i hazîn,شَرِّ حَزِينْ
şerr-i mahz,"شَرِّ مَحْضْ "
şer'an,"شَرْعًا "
şetim,"شَتِمْ "
şevk,شَوْقْ
şevket,شَوْكَتْ
şevket-i islâmiyet,شَوكَتِ اِسلاَمِيَتْ
şevk-i mukaddes,شَوْقِ مُقَدَّسْ
şevk-i tenzîlî,شَوْقِ تَنْزِيلِي
şeyh,شَيْخْ
şeyhülislâm,"شَيْخُ اْلاِسْلَامْ "
şeyhayn,"شَيْخَيْنْ "
şeytân-ı racîm,شَيْطَانِ رَج۪يمْ
şıkk-ı muhâlif,شِقِّ مُخَالِفْ
şiâr,"شِعَارْ "
şiddet-i takvâ,شِدَّتِ تَقْوَا
şiddet-i zuhûr,"شِدَّتِ ظُهُورْ "
şifâhen,"شِفَاهًا "
şihâb,"شِهَابْ "
şikemperver,شِكَمْپَرْوَرْ
şimâl,شِمَالْ
şimendifer,شِيمَنْدِيفَرْ
şirk,"شِرْكْ "
şirk-i hafî,"شِرْكِ خَف۪ي "
şita,شِتَا
şîa,ش۪يعَه
şûrâ,"شُورٰي "
şûrâ-yı devlet,"شُورَايِ  دَوْلَتْ "
şühedâ,"شُهَدَا "
şükrân,شُكْرَان
şükr-ü külli,شُكْرُ كُلِّي
şükr-ü küllî,شُكْرُ كُلِّي
şürb,شُرْبْ
şürekâ,شُرَكَا
şuâ',شُعَاعْ
şu'le,"شُعْلَه "
şuarâ,شُعَرَا
şa'bân-ı muazzam,"شَعْبَانِ مُعَظَّمْ "
şa'bân-ı şerîf,"شَعْبَانِ شَر۪يفْ "
şah-ı evliya,"شَاهِ اَوْلِيَا "
şahm,"شَحْمْ "
şahs-ı ma'nevî,"شَخْصِ مَعْنَو۪ي "
şahs-ı vahid,شَخْصِ وَاحِدْ
şahsiyet-i âdemiyet,شَخْصِيَتِ آدَمِيَتْ
şakî,"شَق۪ي "
şakî,"شَق۪ي "
şakk,"شَقْ "
şakk-ı kamer,شَقِّ قَمَرْ
şark,شَرْقْ
şark-ı şimâlî,"شَرْقِ شِمَال۪ي "
şarlatan,"شَارْلَاتَانْ "
şa'şaa,شَعْشَعَه
şayân-ı esef,"شَايَانِ اَسَفْ "
tâbi',"تَابِعْ "
tâbi',طَابِعْ
tâbiîn,"تَابِع۪ينْ "
tâhir,"طَاهِرْ "
tâife,"طَائِفَه "
tâkat,طَاقَتْ
tĀlib,طَالِبْ
tâlib-i dünya,طَالِبِ دُنْيَا
târîh-i kadîm," تَار۪يخِ قَد۪يمْ "
târîh-i velâdet,تَارِيخِ وَلَادَتْ
târik,"تَارِكْ "
târik-i dünyâ,"تَارِكِ دُنْيَا "
târik-i dünya,"تَارِكِ دُنْيَا "
tâûn,"طَاعُونْ "
teâlî,تَعَال۪ي
teâvün,تَعَاوُنْ
tebârüz,تَبَارُزْ
tebcîl,"تَبْج۪يلْ "
tebdîl,تَبْد۪يلْ
tebdîl-i hava,تَبْد۪يلِ هَوَا
tebdîl-i mekân,"تَبْد۪يلِ مَكَانْ "
tebeddül,تَبَدُّلْ
tebeddülât,تَبَدُّلاَتْ
tebeiyet,"تَبَعِيَتْ "
tebelbül-ü akvâm,تَبَلْبُلُ اَقْوَامْ
teberrük,"تَبَرُّكْ "
teberrüken,تَبَرُّكًا
tebeyyün,تَبَيُّنْ
teblîğ,"تَبْل۪يغْ "
tebliğ-i risâlet,تَبْلِيغِ رِسَالَتْ
tebrie,تَبْرِئَه
tebrîk,تَبْرِيكْ
tebşîr,"تَبْش۪يرْ "
tebyîz,"تَبْي۪يضْ "
tecâhül,تَجَاهُلْ
tecâvüz,تَجَاوُزْ
tecdîd-i bîat,"تَجْد۪يدِ ب۪يعَتْ "
teceddüd,تَجَدُّدْ
tecellî,تَجَلّ۪ي
tecellî-i sırr-ı ehadiyet,تَجَلِّئِ سِرِّاَحَدِيَتْ
tecelliyât,تَجَلِّيَاتْ
tecelliyât-ı seyyâl,تَجَلِّيَاتِ سَيَّالْ
tecemmu',تَجَمُّعْ
tecennüb,"تَجَنُّبْ "
tecerrüd,تَجَرُّدْ
tecessüm,تَجَسُّمْ
tecessüs,"تَجَسُّسْ "
tecessüs,تَجَسُّسْ
tecevvüf,تَجَوُّفْ
tecezzî,تَجَزّ۪ي
tecrîd-i münferid,"تَجْر۪يدِ مُنْفَرِدْ "
tecrîd-i mutlak,"تَجْر۪يدِ مُطْلَقْ "
tecrübe,تَجْرُبَه
tecziye,تَجْزِيَه
tedâfüî,"تَدَافُع۪ي "
tedâhül,تَدَاخُلْ
tedârik,تَدَارِكْ
tedârik,تَدَارِكْ
tedbîr,تَدْب۪يرْ
tedehhüş,تَدَهُّشْ
tedennî,"تَدَنّ۪ي "
tedrîcen,تَدْرِيجاً
tedrîcî,"تَدْر۪يج۪ي "
tedrîs,"تَدْر۪يسْ "
tedrîsât,تَدْر۪يسَاتْ
tedvîn,"تَدْو۪ينْ "
tedvîr,"تَدْو۪يرْ "
tedvîr-i kâinât,"تَدْو۪يرِكَائِنَاتْ "
teellüm,تَأَلُّمْ
teemmel,تَأَمَّلْ
teennî,"تَأَنّ۪ي "
teessüf,تَأَسُّفْ
teessür,"تَأَثُّرْ "
teessür,"تَأَثُّرْ "
teeyyüd,"تَأَيُّدْ "
tefâvüt,"تَفَاوُتْ "
tefehhüm,تَفَهُّمْ
tefekküh,تَفَكُّهْ
tefekkür,"تَفَكُّرْ "
teferruât,تَفَرُّعَاتْ
tefessüh,"تَفَسُّخْ "
tefe'ül,تَفَأُّلْ
tefevvuk,"تَفَوُّقْ "
tefeyyüz,"تَفَيُّضْ "
tefhîm,"تَفْه۪يمْ "
tefrîk,"تَفْر۪يقْ "
tefrika,تَفْرِقَه
tefrîka,تَفْر۪يقَه
tefrîş,تَفْر۪يشْ
tefrît,"تَفْر۪يطْ "
tefsîr,تَفْس۪يرْ
tefvîz,تَفْوِيضْ
tefahhuş,"تَفَحُّشْ "
tegannî,"تَغَنّ۪ي "
tehâcüm,"تَهَاجُمْ "
tehcîr,"تَهْج۪يْر "
teheccüd,"تَهَجُّدْ "
tehevvür,"تَهَوُّرْ "
te'hîr,تَأْخ۪يرْ
tehalüf,تَخَالُفْ
tekâlîf,"تَكَال۪يفْ "
tekâlif-i şer'iye,تَكَالِفِ شَرْعِيَه
tekâmül,"تَكَامُلْ "
tekâsül,"تَكَاسُلْ "
tekdîr,"تَكْد۪يرْ "
tekebbür,"تَكَبُّرْ "
tekeffül,"تَكَفُّلْ "
tekeffül-ü rabbânî,"تَكَفُّلُ رَبَّان۪ي "
tekellüf,"تَكَلُّفْ "
tekellüm,تَكَلُّمْ
tekellüm-ü ilâhî,تَكَلُّمُ اِلٰه۪ي
tekemmül,"تَكَمُّلْ "
tekerrür,"تَكَرُّرْ "
tekessür,"تَكَثُّرْ "
tekevvün,"تَكَوُّنْ "
tekfîr,"تَكْف۪يرْ "
teklîf,"تَكْل۪يفْ "
tekmîl,"تَكْم۪يلْ "
tekrîr,تَكْر۪يرْ
teksîf,"تَكْث۪يفْ "
teksîr,تَكْث۪يرْ
tekvînî,"تَكْو۪ين۪ي "
tekaddüm,"تَقَدُّمْ "
telebbüs,تَلَبُّسْ
telef,تَلَفْ
televvüs,تَلَوُّثْ
telezzüz,تَلَذُّذْ
te'lîf,تَأْل۪يفْ
telkîh,"تَلْق۪يحْ "
telkîn,"تَلْق۪ينْ "
telkîn-i ümmet,تَلْقِينْ اُمَّتْ
telaffuz,"تَلَفُّظْ "
telakkî,"تَلَقّ۪ي "
temâşâ,تَمَاشَا
temâyül,"تَمَايُلْ "
temâyüz,"تَمَايُزْ "
temeddüh,"تَمَدُّحْ "
temellük,"تَمَلُّكْ "
temelluk,"تَمَلُّقْ "
temennâ,"تَمَنَّا "
temennî,"تَمَنّ۪ي "
temerküz,"تَمَرْكُزْ "
temerrüd,"تَمَرُّدْ "
temessük,"تَمَسُّكْ "
temessül,تَمَثُّلْ
temevvüc,"تَمَوُّجْ "
temeyyüz,تَمَيُّزْ
te'mîn,تَأْم۪ينْ
te'mînat,تَأْمِينَاتْ
temkîn,"تَمْك۪ينْ "
temlîk,"تَمْل۪يكْ "
temsîl,"تَمْث۪يلْ "
temsîlî,تَمْثِيلِي
temyîz,"تَمْي۪يزْ "
temyîz,"تَمْي۪يزْ "
tenâkus,"تَنَاقُصْ "
tenâkuz,تَنَاقُضْ
tenâsüh,تَنَاسُخ
tenâsül,تَنَاسُلْ
teneffüs,تَنَفُّسْ
tenevvü',"تَنَوُّعْ "
tenevvür,"تَنَوُّرْ "
tenezzüh,تَنَزُّهْ
tenezzüh,"تَنَزُّهْ "
tenezzüh-ü zâtî,تَنَزُّهُ ذَاتِي
tenezzül,"تَنَزُّلْ "
tenezzülen,تَنَزُّلاً
te'nîs-i ezhân,تَأْنِيسِ اَذْهَانْ
tenkîs,تَنْق۪يصْ
tenkîs,تَنْق۪يصْ
tenmiye,تَنْمِيَه
tenvîr,تَنْو۪يرْ
tenzîh,"تَنْز۪يهْ "
tenzîl,"تَنْز۪يلْ "
terâküm,"تَرَاكُمْ "
terâne,"تَرَانَه "
terbiye-i vâhide,تَرْبِيَۀِ وَاحِدَه
tereccüh,"تَرَجُّحْ "
tereddî,تَرَدّ۪ي
tereffüh,تَرَفُّهْ
terekküb,"تَرَكُّبْ "
terennüm,"تَرَنُّمْ "
teres,تَرَسْ
tereşşuh,"تَرَشُّحْ "
terettüb,تَرَتُّبْ
terettüb-ü netice,تَرَتُّبُ نَتِيجَه
terfî',"تَرْف۪يعْ "
terhîs,تَرْخ۪يصْ
tersîm,تَرْس۪يمْ
tertîbat,تَرْت۪يبَاتْ
terahhum,تَرَحُّمْ
terakkî,"تَرَقّ۪ي "
terzil,تَرْذِيلْ
teselsül,تَسَلْسُلْ
teselsül,تَسَلْسُلْ
tesettür,"تَسَتُّرْ "
tesettür-ü nisâ,"تَسَتُّرِ نِسَا "
tese'ül,"تَسَأُّلْ "
teshîl,تَسْه۪يلْ
teshîr,تَسْخ۪يرْ
teshîr-i rabbânî,تَسْخ۪يرِ رَبَّان۪ي
teshir-i sehâb,تَسْخِيرِ سَحَابْ
te'sîr,"تَأْث۪يرْ "
te'sîs,تَأْس۪يسْ
te'sîs-i islâmiyet,"تَأْس۪يسِ اِسْلاَمِيَتْ "
te'sîs-i ahkâm-ı risâlet,"تَأْس۪يسِ اَحْكَامِ رِسَالَتْ "
teskîn,"تَسْك۪ينْ "
teslîm,"تَسْل۪يمْ "
tesmiye,"تَسْمِيَه "
tesrî',تَسْرِيعْ
teşbîh,"تَشْب۪يهْ "
teşcî',تَشْج۪يعْ
teşebbüs,"تَشَبُّثْ "
teşeddüd,تَشَدُّدْ
teşekkül,تَشَكُّلْ
teşekkül-ü ervâh,تَشَكُّلُ اَرْوَاحْ
teşerrüf,تَشَرُّفْ
teşettüt,تَشَتُّتْ
teşettüt-ü efkâr,"تَشَتُّتُ اَفْكَارْ "
teşevvüş-ü fikrî,"تَشَوُّشُ فِكْر۪ي "
teşhîr,"تَشْه۪يرْ "
teşhîs,تَشْخ۪يصْ
teşkîl,تَشْك۪يلْ
teşkîlât,"تَشْك۪يلَاتْ "
teşkilât-ı esâsiye,"تَشْك۪يلاَتِ  اَسَاسِيَه "
teşmîl,"تَشْم۪يلْ "
teşrî',تَشْرِيعْ
teşrîf,تَشْر۪يفْ
teşrifat,تَشْرِيفَاتْ
teşrîk,"تَشْر۪يكْ "
teşrîn-i sânî,"تَشْر۪ينِ  ثَان۪ي "
teşvîk,"تَشْو۪يقْ "
teşvîş,"تَشْو۪يشْ "
teşahhus,"تَشَخُّصْ "
teşyî',تَشْي۪يعْ
tetâbuk,تَطَابُقْ
tetebbu,تَتَبُّعْ
tetebbu',تَتَبُّعْ
tetimme,"تَتِمَّه "
tevâfuk,"تَوَافُقْ "
tevâfuk,تَوَافُقْ
tevârüs,"تَوَارُثْ "
tevâtür,تَوَاتُرْ
tevâzün,تَوَازُنْ
tevâzu',"تَوَاضُعْ "
tevbîh,تَوْبِيخْ
tevcîh,تَوْج۪يهْ
tevdî',"تَوْد۪يعْ "
teveccüh,تَوْجُّهْ
teveccüh-ü âmme,"تَوَجُّهِ عَامَّه "
teveccüh-ü ehadiyet,تَوَجُّهُ اَحَدِيَتْ
teveccüh-ü ilahi,تَوَجُّهُ اِلٓهِي
teveccüh-ü nâs,"تَوَجُّهُ نَاسْ "
tevehhüm,تَوَهُّمْ
tevehhüm-ü ebediyet,"تَوَهُّمِ اَبَدِيَتْ "
tevehhüm-ü zarar,تَوَهُّمُ ضَرَرْ
tevekkül,تَوَكُّلْ
tevellüd,"تَوَلُّدْ "
tevessü',تَوَسُّعْ
tevfik,تَوْفِيقْ
tevfîk,"تَوْف۪يقْ "
tevhîd,تَوْح۪يدْ
tevhîd-i hakîkî,"تَوْحِيدِ حَقِيقِي "
tevhîd-i ilâhî,"تَوْحِيدِ اِلٓهِي "
tevhîd-i zâhirî,تَوْح۪يدِ ظَاهِر۪ي
te'vîl,تَأْو۪يلْ
te'vîl,"تَأْو۪يلْ "
tevkîf,"تَوْق۪يفْ "
tevkîl,"تَوْك۪يلْ "
tevsî',"تَوْس۪يعْ "
tevaggul,"تَوَغُّلْ "
tevahhuş,تَوَحُّشْ
tevakkuf,"تَوَقُّفْ "
tevakkuf,تَوَقُّفْ
tevzî',"تَوْز۪يعْ "
tevzîât,"تَوْز۪يعَاتْ "
tevzîn,"تَوْز۪ينْ "
teyakkuz,تَيَقُّظْ
tezâd,"تَضَادْ "
tezâhür,"تَظَاهُرْ "
tezĀhür,تَظَاهُرْ
tezâhürât,"تَظَاهُرَاتْ "
tezâhürât-ı hayâtiye,تَظَاهُرَاتِ حَيَاتِيَه
tezehhüd,"تَزَهُّدْ "
tezellül,"تَذَلُّلْ "
tezelzül,تَزَلْزُلْ
tezkere,"تَذْكَرَه "
tezkiye,"تَزْكِيَه "
tezyîf,"تَزْي۪يفْ "
tezyîn,تَزْي۪ينْ
tıfıl,"طِفِلْ "
tılsım,"طِلْسِمْ "
tılsım,طِلْسِمْ
tılsım-ı muğlak,طِلْسِمِ مُغْلَقْ
tılsım-ı muğlak-ı âlem,طِلْسِمِ مُغْلَقِ عَالَمْ
ticâret-i azîme,"تِجَارَتِ عَظ۪يمَه "
ticaretgâh,تِجَارَتْكَاهْ
tilâvet,"تِلَاوَتْ "
tilmiz,"تِلْم۪يذْ "
tilmîz,"تِلْم۪يذْ "
tilmîz-i kur'ân,تِلْمِيزِ قُرْآنْ
timsâl,"تِمْثَالْ "
timsâl-i sŪret,تِمْثَالِ صُورَتْ
tiryâk,تِرْيَاقْ
tiryâk,تِرْيَاقْ
tûbâ-yı hilkat,طُوبَايِ خِلْقَتْ
tûfân,"طُوفَانْ "
tûl-ü emel,"طُولِ اَمَلْ "
tûl-ü ömür,"طُولُ عُمُرْ "
tŪl-ü ömür,طُولُ عُمُرْ
tuğyân,طُغْيَانْ
tulû',طُلُوعْ
turra-i ehadiyet,طُرَّۀِ اَحَدِيَتْ
turra-i samediyet,طُرَّۀِ صَمَدِيَتْ
turra-i vahdâniyet,طُرَّۀِ وَحْدَانِيَتْ
turra-i vahdet,طُرَّۀِ وَحْدَتْ
turuk,"طُرُقْ "
turuk-u evliyâ,طُرُوقُ اَوْلِيَا
turuk-u mütekellimîn,طُرُقِ مُتَكَلِّمِينْ
taâm,"طَعَامْ "
tabîb-i hâzık,طَب۪يبِ حَاذِقْ
tabîî,طَب۪يع۪ي
ta'bîr,"تَعْب۪يرْ "
ta'bîr,"تَعْب۪يرْ "
